index,series_name,network,season,title,imdb,engagement,date_aired,run_time,format,monster_name,monster_gender,monster_type,monster_subtype,monster_species,monster_real,monster_amount,caught_fred,caught_daphnie,caught_velma,caught_shaggy,caught_scooby,captured_fred,captured_daphnie,captured_velma,captured_shaggy,captured_scooby,unmask_fred,unmask_daphnie,unmask_velma,unmask_shaggy,unmask_scooby,snack_fred,snack_daphnie,snack_velma,snack_shaggy,snack_scooby,unmask_other,caught_other,caught_not,trap_work_first,setting_terrain,setting_country_state,suspects_amount,non_suspect,arrested,culprit_name,culprit_gender,culprit_amount,motive,if_it_wasnt_for,and_that,door_gag,number_of_snacks,split_up,another_mystery,set_a_trap,jeepers,jinkies,my_glasses,just_about_wrapped_up,zoinks,groovy,scooby_doo_where_are_you,rooby_rooby_roo,batman,scooby_dum,scrappy_doo,hex_girls,blue_falcon,fred_va,daphnie_va,velma_va,shaggy_va,scooby_va
140,The Scooby-Doo Show,ABC,3,The Beast is Awake in Bottomless Lake,7.1,84,1978-12-23,23,TV Series,Beast of Bottomless Lake,male,animal,Humanoid,seamonster,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Forest,Canada,4,FALSE,TRUE,Julie Johnson,Female,1,Smuggling,NA,NA,FALSE,0,0,0,0,0,3,0,0,4,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
141,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Scarab Lives!,7.6,67,1979-09-22,21,TV Series,Blue Scarab,male,disguised,Super-Villain,human,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Urban,United States,4,FALSE,TRUE,Howard Gruger,Male,1,Competition,NA,NA,FALSE,0,0,0,0,0,1,0,0,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
142,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Night Ghoul of Wonderworld,7.6,59,1979-09-29,21,TV Series,Night Ghoul,male,undead,Ghoul,human,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Urban,United States,4,FALSE,TRUE,Mr. Marino,Male,1,Theft,NA,NA,FALSE,0,1,0,0,0,3,0,0,2,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
143,Scooby-Doo and Scrappy-Doo (first series),ABC,1,Strange Encounters of a Scooby Kind,7.6,54,1979-10-06,21,TV Series,Alien,male,extraterrestrial,Alien,alien,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Forest,United States,3,FALSE,TRUE,Tessie,Female,1,Smuggling,NA,NA,FALSE,0,0,0,0,0,2,0,0,10,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
144,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Neon Phantom of the Roller Disco!,7.4,55,1979-10-13,21,TV Series,Neon Phantom,male,ghost,Phantom,human,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,Urban,California,3,FALSE,TRUE,Bill Walker,Male,1,Competition,NA,NA,FALSE,0,0,0,0,0,3,0,0,4,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
145,Scooby-Doo and Scrappy-Doo (first series),ABC,1,"Shiver and Shake, That Demon's a Snake",7.5,51,1979-10-20,21,TV Series,"Snake Demon,Clown",male,"animal,disguised","Demon,Clown","snake,human",FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Coast,Florida,4,FALSE,TRUE,First Mate Defarge,Male,1,Smuggling,NA,NA,FALSE,0,0,0,0,0,1,0,0,3,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
146,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Scary Sky Skeleton,7.4,51,1979-10-27,21,TV Series,Sky Skeleton,male,undead,Skeleton,human,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,Rural,United States,4,FALSE,TRUE,Eddie Drake,Male,1,Natural Resource,NA,NA,FALSE,0,0,0,0,1,4,0,0,8,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
147,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Demon of the Dugout,7.5,51,1979-11-03,21,TV Series,Dragon Beast,male,mythical,Humanoid,dragon,FALSE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Urban,Japan,3,FALSE,TRUE,Mr. Husai,Male,1,Theft,NA,NA,FALSE,0,1,0,0,1,0,0,0,3,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
148,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Hairy Scare of the Devil Bear,7.3,53,1979-11-10,21,TV Series,Devil Bear,male,animal,Demon,bear,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,Desert,Arizona,4,FALSE,TRUE,Chuck Hunt,Male,1,Treasure,NA,NA,FALSE,0,0,0,0,1,1,0,0,2,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
149,Scooby-Doo and Scrappy-Doo (first series),ABC,1,Twenty Thousand Screams Under the Sea,7.6,47,1979-11-17,21,TV Series,Sea Beast of the Aztecs,male,animal,Humanoid,seamonster,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Coast,Mexico,2,FALSE,TRUE,Tiger Morris,Male,1,Treasure,you,NA,FALSE,0,0,0,0,0,3,0,0,6,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
150,Scooby-Doo and Scrappy-Doo (first series),ABC,1,I Left My Neck in San Francisco,8,52,1979-11-24,21,TV Series,Lady Vampire of the Bat,female,undead,Vampire,human,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,California,3,FALSE,TRUE,Lefty Callahan,Female,1,Theft,NA,NA,FALSE,0,0,0,0,0,3,0,0,3,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
151,Scooby-Doo and Scrappy-Doo (first series),ABC,1,When You Wish Upon a Star Creature,7.2,48,1979-12-01,21,TV Series,Star Creature,male,extraterrestrial,Humanoid,star,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Rural,United States,4,FALSE,TRUE,Mr. Greenfield,Male,1,Theft,NA,NA,FALSE,0,0,0,0,2,1,0,0,5,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
152,Scooby-Doo and Scrappy-Doo (first series),ABC,1,"The Ghoul, the Bat and the Ugly",7.7,52,1979-12-08,21,TV Series,Shadow Creature,male,animal,Humanoid,creature,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,Urban,United States,4,FALSE,TRUE,Brandon Davies,Male,1,Theft,NA,NA,FALSE,0,0,0,0,2,2,0,0,2,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Marla Scott,Casey Kasem,Don Messick
153,Scooby Goes Hollywood,ABC,Movie,Scooby Goes Hollywood,6.1,1051,1979-12-14,49,Movie,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Urban,California,3,NA,NA,NA,NA,0,NA,NA,NA,FALSE,0,0,0,0,0,3,0,0,2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
154,Scooby-Doo and Scrappy-Doo (first series),ABC,1,Rocky Mountain Yiiiii!,7.5,48,1979-12-15,21,TV Series,Ghost of Jeremiah Pratt,male,ghost,Phantom,human,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Snow,United States,3,FALSE,TRUE,Will Henry Pratt,Male,1,Treasure,NA,NA,FALSE,0,0,0,0,0,5,0,0,8,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Marla Scott,Casey Kasem,Don Messick
155,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Sorcerer's a Menace,7.3,47,1979-12-22,21,TV Series,Ghost of the Great Haldane,male,ghost,Magician,human,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,New Jersey,4,FALSE,TRUE,Morgan the Magician,Male,1,Theft,NA,NA,FALSE,0,1,0,0,3,2,0,0,2,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Marla Scott,Casey Kasem,Don Messick
156,Scooby-Doo and Scrappy-Doo (first series),ABC,1,"Lock the Door, It's a Minotaur!",7.5,46,1979-12-29,21,TV Series,Minotaur,male,mythical,Minotaur,minotaur,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Rural,Greece,3,FALSE,TRUE,Nick Papas,Male,1,Treasure,NA,NA,FALSE,0,0,0,0,0,5,0,0,4,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Marla Scott,Casey Kasem,Don Messick
157,Scooby-Doo and Scrappy-Doo (first series),ABC,1,The Ransom of Scooby Chief,6.5,47,1980-01-05,21,TV Series,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,New York,2,FALSE,TRUE,"Carl,Tony","Male,Male",2,Extortion,NA,NA,FALSE,0,0,0,0,0,0,0,0,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,Frank Welker,Heather North,Marla Scott,Casey Kasem,Don Messick
158,Scooby-Doo and Scrappy-Doo (second series),ABC,1,A Close Encounter with a Strange Kind,7.1,35,1980-11-08,8,TV Series (segmented),"Aliens,Aliens",male,extraterrestrial,"Alien,Alien",alien,TRUE,2,NA,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Space,Space,0,NA,FALSE,NA,NA,0,Experimentation,NA,NA,TRUE,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,Casey Kasem,Don Messick
159,Scooby-Doo and Scrappy-Doo (second series),ABC,1,A Fit Night Out for Bats,7.1,35,1980-11-08,8,TV Series (segmented),Sylvester,male,undead,Vampire,human,TRUE,1,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Rural,United States,0,NA,FALSE,NA,NA,0,Food,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,Casey Kasem,Don Messick
160,Scooby-Doo and Scrappy-Doo (second series),ABC,1,The Chinese Food Factory,7.1,35,1980-11-08,8,TV Series (segmented),Chinese Food Factory Burglar,male,disguised,Masked,human,FALSE,1,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,Urban,California,0,TRUE,TRUE,Chinese Food Factory Burglar,Male,1,Theft,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,Casey Kasem,Don Messick
161,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby's Desert Dilemma,7.2,36,1980-11-15,8,TV Series (segmented),Arabian Magician,male,magician,Magician,human,TRUE,1,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Desert,Saudi Arabia,0,NA,FALSE,NA,NA,0,Experimentation,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,Casey Kasem,Don Messick
162,Scooby-Doo and Scrappy-Doo (second series),ABC,1,The Old Cat and Mouse Game,7.2,37,1980-11-15,8,TV Series (segmented),Cat Man,male,animal,Humanoid,cat,TRUE,1,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Mountain,South America,0,NA,FALSE,NA,NA,0,Food,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,Casey Kasem,Don Messick
163,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Stow-Aways,6.8,32,1980-11-15,8,TV Series (segmented),NA,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Ocean,United States,1,FALSE,FALSE,Sailor,Male,1,Trespassing,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,3,0,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,Casey Kasem,Don Messick
164,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Mummy's the Word,7.2,36,1980-11-22,8,TV Series (segmented),Mummy,male,undead,Mummy,human,TRUE,1,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Desert,Egypt,0,NA,FALSE,NA,NA,0,Trespassing,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,7,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,Casey Kasem,Don Messick
165,Scooby-Doo and Scrappy-Doo (second series),ABC,1,"Hang in There, Scooby",7.2,37,1980-11-22,8,TV Series (segmented),NA,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Coast,United States,0,NA,NA,NA,NA,0,NA,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,4,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,Casey Kasem,Don Messick
166,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Stuntman Scooby,7.2,36,1980-11-22,8,TV Series (segmented),NA,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Urban,United States,1,NA,NA,NA,NA,0,NA,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,4,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,Casey Kasem,Don Messick
167,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby's Three Ding-a-Ling Circus,7.2,37,1980-11-29,8,TV Series (segmented),NA,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Rural,United States,1,FALSE,FALSE,Boss,Male,1,Competition,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,Casey Kasem,Don Messick
168,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby's Fantastic Island,7.1,31,1980-11-29,8,TV Series (segmented),Caveman,male,ancient,Caveman,human,TRUE,1,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Island,United States,0,NA,NA,NA,NA,0,Assistance,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,Casey Kasem,Don Messick
169,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Long John Scrappy,6.8,32,1980-11-29,8,TV Series (segmented),Pirate,male,ancient,Pirate,human,TRUE,1,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Ocean,United States,0,NA,NA,NA,NA,0,Abduction,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,Casey Kasem,Don Messick
170,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby's Bull Fright,6.8,32,1980-12-06,8,TV Series (segmented),NA,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Rural,Mexico,0,NA,NA,NA,NA,0,NA,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,Casey Kasem,Don Messick
171,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby Ghosts West,6.7,36,1980-12-06,8,TV Series (segmented),NA,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Desert,United States,1,FALSE,FALSE,Inkeeper,Male,1,Haunt,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,Casey Kasem,Don Messick
172,Scooby-Doo and Scrappy-Doo (second series),ABC,1,A Bungle in the Jungle,7.1,31,1980-12-06,8,TV Series (segmented),NA,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Jungle,Africa,1,FALSE,FALSE,Nazrat of the Jungle,Male,1,Trespassing,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,Casey Kasem,Don Messick
173,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby's Fun Zone,7.1,31,1980-12-13,8,TV Series (segmented),NA,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Urban,United States,1,FALSE,FALSE,Killer Krunch,Male,1,Anger,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,Casey Kasem,Don Messick
174,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Swamp Witch,6.7,36,1980-12-13,8,TV Series (segmented),Swamp Witch,female,magician,Witch,human,TRUE,1,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Swamp,United States,0,NA,NA,NA,NA,0,Food,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,4,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,Casey Kasem,Don Messick
175,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Sir Scooby and the Black Knight,7,29,1980-12-13,8,TV Series (segmented),Knight,male,ancient,Knight,human,TRUE,1,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Rural,Scotland,0,NA,NA,NA,NA,0,Trespassing,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,Casey Kasem,Don Messick
176,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Waxworld,6.7,36,1980-12-20,8,TV Series (segmented),Wax Master,male,possessed object,Statue,human,TRUE,1,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Urban,England,0,NA,NA,NA,NA,0,Abduction,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,Casey Kasem,Don Messick
177,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby in Wonderland,7,29,1980-12-20,8,TV Series (segmented),"Evil Trees,Caterpillar,Cheshire Cat,Queen of Hearts","male,female","plant,animal,magician","Evil,Talking,Talking,Queen","tree,caterpillar,cat,human",FALSE,4,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Rural,United States,0,NA,NA,NA,NA,0,Imagination,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,Casey Kasem,Don Messick
178,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scrappy's Birthday,7,29,1980-12-20,8,TV Series (segmented),NA,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Rural,United States,1,FALSE,FALSE,Orderly,Male,1,Anger,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,Casey Kasem,Don Messick
179,Scooby-Doo and Scrappy-Doo (second series),ABC,1,South Seas Scare,7,32,1980-12-27,8,TV Series (segmented),Lava Monster,male,possessed object,Statue,lava,TRUE,1,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Jungle,Hawaii,0,NA,NA,NA,NA,0,Trespassing,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,Casey Kasem,Don Messick
180,Scooby-Doo and Scrappy-Doo (second series),ABC,1,Scooby's Swiss Miss,6.7,29,1980-12-27,8,TV Series (segmented),NA,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Snow,Switzerland,1,FALSE,FALSE,Bulldog,Male,1,Competition,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,Casey Kasem,Don Messick
